Date,GLD,SLV,PPLT,PALL,9081,DBB,ALUM
2015-09-15,4.0,6.0,1.0,2.5,2.5,5.0,7.0
2015-09-16,4.0,6.0,1.0,2.5,2.5,5.0,7.0
2015-09-17,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-18,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-21,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-22,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-23,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-24,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-25,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-28,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-29,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-09-30,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-01,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-02,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-05,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-06,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-07,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-08,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-09,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-12,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-13,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-14,5.0,6.0,1.0,2.5,2.5,4.0,7.0
2015-10-15,6.0,5.0,1.0,2.0,3.0,4.0,7.0
2015-10-16,6.0,5.0,1.0,2.0,3.0,4.0,7.0
2015-10-19,5.0,6.5,1.0,2.0,3.0,4.0,6.5
2015-10-20,5.0,6.0,1.5,1.5,3.0,4.0,7.0
2015-10-21,5.0,6.0,2.0,1.0,3.0,4.0,7.0
2015-10-22,5.0,6.0,2.0,1.0,3.0,4.0,7.0
2015-10-23,5.0,6.0,1.0,2.0,3.0,4.0,7.0
2015-10-26,5.0,6.0,1.0,2.0,3.0,4.0,7.0
2015-10-27,5.0,6.0,1.0,2.0,3.0,4.0,7.0
2015-10-28,5.0,6.0,1.0,2.0,3.0,4.0,7.0
2015-10-29,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-10-30,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-02,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-03,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-04,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-05,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-06,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-09,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-10,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-11,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-12,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-13,4.0,6.0,1.0,2.0,3.0,5.0,7.0
2015-11-16,4.0,7.0,1.0,2.0,3.0,5.0,6.0
2015-11-17,4.0,6.5,1.0,2.0,3.0,5.0,6.5
2015-11-18,4.0,6.5,1.0,2.0,3.0,5.0,6.5
2015-11-19,4.0,6.5,1.0,2.0,3.0,5.0,6.5
2015-11-20,4.0,6.5,1.0,2.0,3.0,5.0,6.5
2015-11-23,4.0,6.5,1.0,2.0,3.0,5.0,6.5
2015-11-24,4.0,6.5,1.0,2.0,3.0,5.0,6.5
2015-11-25,3.0,6.5,1.0,2.0,4.5,4.5,6.5
2015-11-27,3.0,6.0,1.0,2.0,7.0,4.0,5.0
2015-11-30,3.0,6.0,1.0,2.0,7.0,4.0,5.0
2015-12-01,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-02,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-03,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-04,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-07,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-08,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-09,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-10,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-11,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-14,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-15,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-16,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-17,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-18,3.0,5.0,1.0,2.0,7.0,4.0,6.0
2015-12-21,3.0,5.0,1.5,1.5,7.0,4.0,6.0
2015-12-22,3.5,5.0,2.0,1.0,7.0,3.5,6.0
2015-12-23,3.5,5.0,2.0,1.0,7.0,3.5,6.0
2015-12-24,4.0,5.0,2.0,1.0,7.0,3.0,6.0
2015-12-28,4.0,5.0,2.0,1.0,7.0,3.0,6.0
2015-12-29,4.0,5.0,1.0,2.0,7.0,3.0,6.0
2015-12-30,5.0,4.0,1.5,1.5,7.0,3.0,6.0
2015-12-31,5.0,4.0,2.0,1.0,7.0,3.0,6.0
2016-01-04,5.0,4.0,2.0,1.0,7.0,3.0,6.0
2016-01-05,5.0,4.0,2.0,1.0,7.0,3.0,6.0
2016-01-06,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-07,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-08,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-11,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-12,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-13,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-14,6.0,4.0,2.0,1.0,3.0,5.0,7.0
2016-01-15,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-19,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-20,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-21,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-22,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-25,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-26,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-01-27,6.0,5.0,2.0,1.0,3.0,4.0,7.0
2016-01-28,6.0,5.0,2.0,1.0,3.0,4.0,7.0
2016-01-29,6.0,5.0,2.0,1.0,3.0,4.0,7.0
2016-02-01,6.0,5.0,2.0,1.0,3.0,4.0,7.0
2016-02-02,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-02-03,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-02-04,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-02-05,6.0,5.0,1.5,1.5,3.0,4.0,7.0
2016-02-08,6.0,5.0,1.0,3.5,2.0,3.5,7.0
2016-02-09,6.0,5.0,1.5,3.5,1.5,3.5,7.0
2016-02-10,6.0,5.0,1.0,4.0,2.0,3.0,7.0
2016-02-11,6.0,5.0,1.0,4.0,2.0,3.0,7.0
2016-02-12,6.0,5.0,1.0,4.0,2.0,3.0,7.0
2016-02-16,6.0,5.0,1.0,4.0,2.0,3.0,7.0
2016-02-17,6.0,5.0,1.0,4.0,2.0,3.0,7.0
2016-02-18,6.0,5.0,1.0,4.0,2.0,3.0,7.0
2016-02-19,6.0,5.0,1.5,4.0,1.5,3.0,7.0
2016-02-22,7.0,6.0,1.0,4.0,2.0,3.0,5.0
2016-02-23,7.0,6.0,1.0,4.0,2.0,3.0,5.0
2016-02-24,7.0,6.0,1.0,4.0,2.0,3.0,5.0
2016-02-25,7.0,6.0,1.0,4.0,2.0,3.0,5.0
2016-02-26,7.0,6.0,1.0,3.0,2.0,4.5,4.5
2016-02-29,7.0,6.0,1.0,3.0,2.0,4.5,4.5
2016-03-01,7.0,5.0,1.0,3.0,2.0,6.0,4.0
2016-03-02,7.0,5.0,1.0,3.0,2.0,6.0,4.0
2016-03-03,7.0,5.0,1.0,3.0,2.0,6.0,4.0
2016-03-04,7.0,5.0,1.0,3.0,2.0,6.0,4.0
2016-03-07,4.0,5.5,1.0,5.5,2.0,7.0,3.0
2016-03-08,4.0,5.5,1.0,5.5,2.0,7.0,3.0
2016-03-09,4.0,5.5,1.0,5.5,2.0,7.0,3.0
2016-03-10,4.0,5.5,1.0,5.5,2.0,7.0,3.0
2016-03-11,4.0,5.5,1.0,5.5,2.0,7.0,3.0
2016-03-14,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-15,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-16,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-17,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-18,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-21,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-22,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-23,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-24,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-28,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-29,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-30,3.5,5.5,1.5,5.5,1.5,7.0,3.5
2016-03-31,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-01,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-04,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-05,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-06,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-07,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-08,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-11,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-12,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-13,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-14,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-15,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-18,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-19,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-20,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-21,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-22,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-25,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-26,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-27,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-28,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-04-29,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-02,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-03,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-04,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-05,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-06,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-09,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-05-10,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-11,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-12,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-13,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-16,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-17,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-18,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-19,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-20,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-23,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-24,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-25,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-26,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-27,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-05-31,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-01,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-02,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-03,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-06,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-07,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-08,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-09,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-10,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-13,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-14,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-15,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-16,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-17,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-20,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-21,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-22,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-23,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-24,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-27,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-28,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-29,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-06-30,7.0,5.0,1.5,3.0,1.5,6.0,4.0
2016-07-01,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-05,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-06,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-07,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-08,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-11,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-12,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-13,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-14,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-15,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-18,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-19,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-20,6.0,7.0,1.5,3.0,1.5,4.5,4.5
2016-07-21,6.0,7.0,1.5,4.0,1.5,4.0,4.0
2016-07-22,6.5,6.5,2.0,3.0,1.0,5.0,4.0
2016-07-25,6.5,6.5,2.5,4.5,1.0,4.5,2.5
2016-07-26,6.5,6.5,2.5,4.5,1.0,4.5,2.5
2016-07-27,6.5,6.5,2.5,4.5,1.0,4.5,2.5
2016-07-28,6.5,6.5,2.5,4.5,1.0,4.5,2.5
2016-07-29,6.5,6.5,2.5,4.5,1.0,4.5,2.5
2016-08-01,7.0,5.5,4.0,5.5,1.0,3.0,2.0
2016-08-02,7.0,5.5,3.5,5.5,1.5,3.5,1.5
2016-08-03,7.0,5.5,3.5,5.5,1.5,3.5,1.5
2016-08-04,7.0,5.5,3.5,5.5,1.5,3.5,1.5
2016-08-05,7.0,5.5,3.5,5.5,1.5,3.5,1.5
2016-08-08,7.0,5.5,3.5,5.5,1.5,3.5,1.5
2016-08-09,6.0,5.0,7.0,3.0,1.5,4.0,1.5
2016-08-10,6.0,5.0,7.0,3.0,1.5,4.0,1.5
2016-08-11,6.0,5.0,7.0,3.0,1.5,4.0,1.5
2016-08-12,6.0,5.0,7.0,3.0,1.5,4.0,1.5
2016-08-15,7.0,4.5,6.0,3.0,1.5,4.5,1.5
2016-08-16,7.0,4.5,6.0,3.0,1.5,4.5,1.5
2016-08-17,7.0,4.5,6.0,3.0,1.5,4.5,1.5
2016-08-18,7.0,5.0,6.0,3.5,1.5,3.5,1.5
2016-08-19,7.0,5.0,6.0,3.5,1.5,3.5,1.5
2016-08-22,7.0,4.5,6.0,4.5,1.5,3.0,1.5
2016-08-23,7.0,4.5,6.0,4.5,1.5,3.0,1.5
2016-08-24,7.0,4.5,6.0,4.5,1.5,3.0,1.5
2016-08-25,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-08-26,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-08-29,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-08-30,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-08-31,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-01,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-02,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-06,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-07,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-08,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-09,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-12,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-13,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-14,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-15,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-16,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-19,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-20,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-21,7.0,6.0,5.0,4.0,2.0,3.0,1.0
2016-09-22,7.0,4.5,6.0,4.5,2.0,3.0,1.0
2016-09-23,6.0,4.5,7.0,4.5,2.0,3.0,1.0
2016-09-26,6.0,4.5,7.0,4.5,2.0,3.0,1.0
2016-09-27,6.0,4.0,7.0,4.0,2.0,4.0,1.0
2016-09-28,6.0,4.0,7.0,4.0,2.0,4.0,1.0
2016-09-29,6.0,4.0,7.0,4.0,2.0,4.0,1.0
2016-09-30,6.0,4.0,7.0,4.0,2.0,4.0,1.0
2016-10-03,1.5,5.0,7.0,5.0,1.5,5.0,3.0
2016-10-04,1.5,6.0,7.0,5.0,1.5,3.0,4.0
2016-10-05,1.5,6.0,7.0,5.0,1.5,3.0,4.0
2016-10-06,1.5,6.0,7.0,5.0,1.5,3.0,4.0
2016-10-07,1.5,7.0,6.0,4.5,1.5,4.5,3.0
2016-10-10,1.5,7.0,4.5,4.5,1.5,4.5,4.5
2016-10-11,1.5,7.0,4.5,4.5,1.5,4.5,4.5
2016-10-12,1.5,7.0,4.5,4.5,1.5,4.5,4.5
2016-10-13,1.5,7.0,4.5,4.5,1.5,6.0,3.0
2016-10-14,1.5,7.0,4.5,4.5,1.5,6.0,3.0
2016-10-17,1.5,7.0,4.5,4.5,1.5,6.0,3.0
2016-10-18,1.5,7.0,4.5,4.5,1.5,6.0,3.0
2016-10-19,1.5,7.0,4.5,4.5,1.5,6.0,3.0
2016-10-20,1.5,6.5,4.5,4.5,1.5,6.5,3.0
2016-10-21,1.5,6.5,4.5,4.5,1.5,6.5,3.0
2016-10-24,1.5,6.0,4.0,4.0,1.5,7.0,4.0
2016-10-25,1.5,6.0,4.0,4.0,1.5,7.0,4.0
2016-10-26,1.5,6.0,4.0,4.0,1.5,7.0,4.0
2016-10-27,1.5,6.0,4.0,4.0,1.5,7.0,4.0
2016-10-28,5.0,6.0,1.0,3.5,2.0,7.0,3.5
2016-10-31,4.0,5.0,1.0,6.0,2.0,7.0,3.0
2016-11-01,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-02,5.0,6.0,1.0,7.0,2.0,4.0,3.0
2016-11-03,5.0,6.0,1.0,7.0,2.0,4.0,3.0
2016-11-04,5.0,6.0,1.0,7.0,2.0,4.0,3.0
2016-11-07,5.0,6.0,1.0,7.0,2.0,4.0,3.0
2016-11-08,5.0,6.0,1.0,7.0,2.0,4.0,3.0
2016-11-09,5.0,6.0,1.0,7.0,2.0,4.0,3.0
2016-11-10,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-11,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-14,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-15,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-16,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-17,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-18,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-21,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-22,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-23,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-25,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-28,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-29,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-11-30,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-12-01,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-12-02,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-12-05,4.0,5.5,1.0,7.0,2.0,5.5,3.0
2016-12-06,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-07,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-08,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-09,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-12,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-13,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-14,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-15,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-16,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-19,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2016-12-20,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2016-12-21,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2016-12-22,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-23,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-27,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-28,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-29,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2016-12-30,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2017-01-03,5.0,4.0,1.0,7.0,2.0,6.0,3.0
2017-01-04,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-05,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-06,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-09,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-10,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-11,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-12,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-13,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-17,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-18,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-19,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-20,1.5,4.5,4.5,7.0,1.5,6.0,3.0
2017-01-23,2.0,3.0,4.5,6.0,7.0,4.5,1.0
2017-01-24,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-01-25,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-01-26,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-01-27,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-01-30,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-01-31,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-02-01,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-02-02,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-02-03,2.0,3.0,4.0,6.0,7.0,5.0,1.0
2017-02-06,1.5,4.0,3.0,6.0,7.0,5.0,1.5
2017-02-07,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-08,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-09,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-10,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-13,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-14,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-15,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-16,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-17,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-21,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-22,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-23,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-24,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-27,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-02-28,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-03-01,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-03-02,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-03-03,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-03-06,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-03-07,3.5,3.5,6.0,7.0,2.0,5.0,1.0
2017-03-08,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-09,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-10,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-13,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-14,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-15,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-16,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-17,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-20,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-21,4.0,4.0,4.0,7.0,2.0,6.0,1.0
2017-03-22,4.0,6.0,3.0,7.0,2.0,5.0,1.0
2017-03-23,4.0,6.0,3.0,7.0,2.0,5.0,1.0
2017-03-24,4.0,6.0,3.0,7.0,2.0,5.0,1.0
2017-03-27,4.0,6.0,3.0,7.0,2.0,5.0,1.0
2017-03-28,4.0,6.0,3.0,7.0,2.0,5.0,1.0
2017-03-29,4.0,6.0,3.0,7.0,2.0,5.0,1.0
2017-03-30,4.0,5.0,1.5,7.0,3.0,6.0,1.5
2017-03-31,4.0,5.0,1.5,7.0,3.0,6.0,1.5
2017-04-03,3.0,5.0,1.0,7.0,2.0,6.0,4.0
2017-04-04,3.0,5.0,1.0,7.0,2.0,6.0,4.0
2017-04-05,3.0,5.0,1.0,7.0,2.0,6.0,4.0
2017-04-06,3.0,5.0,1.0,7.0,2.0,6.0,4.0
2017-04-07,3.0,5.0,1.0,7.0,2.0,6.0,4.0
2017-04-10,3.0,5.0,1.0,7.0,2.0,6.0,4.0
2017-04-11,2.0,5.0,1.0,7.0,3.0,6.0,4.0
2017-04-12,2.0,5.0,1.0,7.0,3.0,6.0,4.0
2017-04-13,1.5,4.0,1.5,6.0,3.0,7.0,5.0
